setting,sim_name,seed,n,p,n_active,n_active_target,sigma2,sigma,beta_low,beta_high,data_path,beta_path,out_dir,last_out_dir,active_idx,active_idx0,beta_value,signal_var,outcome_var,snr_actual
simple,simple,451,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_451.csv,data/n160p100/n160p100_input/simple/beta_true/seed_451_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_451,data/n160p100/n160p100_last_output/simple/seed_451,2;20;22;24;47;50;74;76;78;81,1;19;21;23;46;49;73;75;77;80,-0.11679758876562119,13.963010787963867,15.341936111450195,13.963010787963867
simple,simple,452,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_452.csv,data/n160p100/n160p100_input/simple/beta_true/seed_452_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_452,data/n160p100/n160p100_last_output/simple/seed_452,11;12;35;59;62;67;78;84;88;90,10;11;34;58;61;66;77;83;87;89,-0.6560568809509277,7.498819828033447,8.932684898376465,7.498819828033447
simple,simple,453,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_453.csv,data/n160p100/n160p100_input/simple/beta_true/seed_453_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_453,data/n160p100/n160p100_last_output/simple/seed_453,8;34;40;44;47;83;87;93;94;97,7;33;39;43;46;82;86;92;93;96,-0.004865586757659912,15.323883056640625,15.791926383972168,15.323883056640625
simple,simple,454,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_454.csv,data/n160p100/n160p100_input/simple/beta_true/seed_454_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_454,data/n160p100/n160p100_last_output/simple/seed_454,8;56;57;59;77;78;79;81;89;97,7;55;56;58;76;77;78;80;88;96,0.5088582038879395,16.379329681396484,15.58317756652832,16.379329681396484
simple,simple,455,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_455.csv,data/n160p100/n160p100_input/simple/beta_true/seed_455_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_455,data/n160p100/n160p100_last_output/simple/seed_455,3;18;22;27;42;46;62;65;78;90,2;17;21;26;41;45;61;64;77;89,0.17673519253730774,11.8662748336792,12.559544563293457,11.8662748336792
simple,simple,456,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_456.csv,data/n160p100/n160p100_input/simple/beta_true/seed_456_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_456,data/n160p100/n160p100_last_output/simple/seed_456,3;6;22;36;37;43;53;68;94;95,2;5;21;35;36;42;52;67;93;94,0.18782953917980194,18.977359771728516,20.13645362854004,18.977359771728516
simple,simple,457,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_457.csv,data/n160p100/n160p100_input/simple/beta_true/seed_457_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_457,data/n160p100/n160p100_last_output/simple/seed_457,2;15;36;40;42;53;66;82;86;93,1;14;35;39;41;52;65;81;85;92,0.37848398089408875,12.939338684082031,13.398221015930176,12.939338684082031
simple,simple,458,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_458.csv,data/n160p100/n160p100_input/simple/beta_true/seed_458_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_458,data/n160p100/n160p100_last_output/simple/seed_458,16;20;48;60;61;68;70;73;83;91,15;19;47;59;60;67;69;72;82;90,0.14058300852775574,15.900171279907227,16.447256088256836,15.900171279907227
simple,simple,459,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_459.csv,data/n160p100/n160p100_input/simple/beta_true/seed_459_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_459,data/n160p100/n160p100_last_output/simple/seed_459,6;12;14;25;33;36;38;69;90;98,5;11;13;24;32;35;37;68;89;97,0.2695070207118988,11.3314790725708,11.643680572509766,11.3314790725708
simple,simple,460,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_460.csv,data/n160p100/n160p100_input/simple/beta_true/seed_460_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_460,data/n160p100/n160p100_last_output/simple/seed_460,6;8;20;31;34;44;67;74;87;97,5;7;19;30;33;43;66;73;86;96,-0.44610595703125,19.14204978942871,21.453786849975586,19.14204978942871
simple,simple,461,160,100,10,10,1.0,1.0,0.3,2.0,data/n160p100/n160p100_input/simple/dataframe/seed_461.csv,data/n160p100/n160p100_input/simple/beta_true/seed_461_beta_true.csv,data/n160p100/n160p100_mcmc_output/simple/seed_461,data/n160p100/n160p100_last_output/simple/seed_461,6;30;46;50;52;57;66;84;87;99,5;29;45;49;51;56;65;83;86;98,0.7640874981880188,16.848588943481445,18.642242431640625,16.848588943481445
